TICKER,EXPIRY,CALL TYPE,STRIKE_PRICE,PREVIOUS_PRICE
LODHA,26-Jun-25,CE,1400,109.3
MARICO,26-Jun-25,CE,750,8.95
MARICO,26-Jun-25,CE,700,32.1
MARICO,26-Jun-25,CE,820,1.3
MARICO,26-Jun-25,CE,780,3.3
MARICO,26-Jun-25,CE,720,20.1
MARICO,26-Jun-25,CE,770,4.3
MARICO,26-Jun-25,CE,760,6.15
MARICO,26-Jun-25,CE,740,11.65
MARICO,26-Jun-25,CE,710,26.05
MARICO,26-Jun-25,CE,800,2.0
MARICO,26-Jun-25,CE,730,15.5
NAUKRI,26-Jun-25,CE,1680,5.0
NAUKRI,26-Jun-25,CE,1340,107.0
NAUKRI,26-Jun-25,CE,1720,2.45
NAUKRI,26-Jun-25,CE,1540,23.05
NAUKRI,26-Jun-25,CE,1420,68.45
NAUKRI,26-Jun-25,CE,1640,7.85
NAUKRI,26-Jun-25,CE,1520,28.05
NAUKRI,26-Jun-25,CE,1320,135.0
NAUKRI,26-Jun-25,CE,1560,19.3
NAUKRI,26-Jun-25,CE,1480,41.35
NAUKRI,26-Jun-25,CE,1580,15.65
NAUKRI,26-Jun-25,CE,1200,240.0
NAUKRI,26-Jun-25,CE,1460,48.4
NAUKRI,26-Jun-25,CE,1500,34.3
NAUKRI,26-Jun-25,CE,1380,79.8
NAUKRI,26-Jun-25,CE,1620,10.15
NAUKRI,26-Jun-25,CE,1600,12.9
NAUKRI,26-Jun-25,CE,1400,79.7
NAUKRI,26-Jun-25,CE,1440,57.8
PEL,26-Jun-25,CE,1000,93.55
PEL,26-Jun-25,CE,1140,19.3
PEL,26-Jun-25,CE,1180,11.0
PEL,26-Jun-25,CE,1060,54.5
PEL,26-Jun-25,CE,1240,4.25
PEL,26-Jun-25,CE,1160,15.4
PEL,26-Jun-25,CE,1120,25.9
PEL,26-Jun-25,CE,1100,32.8
PEL,26-Jun-25,CE,1080,41.9
PEL,26-Jun-25,CE,1200,8.2
SBICARD,26-Jun-25,CE,1040,1.3
SBICARD,26-Jun-25,CE,980,5.4
SBICARD,26-Jun-25,CE,990,4.6
SBICARD,26-Jun-25,CE,910,26.75
SBICARD,26-Jun-25,CE,900,31.85
SBICARD,26-Jun-25,CE,940,14.0
SBICARD,26-Jun-25,CE,950,11.2
SBICARD,26-Jun-25,CE,1000,3.45
SBICARD,26-Jun-25,CE,880,52.0
SBICARD,26-Jun-25,CE,930,17.8
SBICARD,26-Jun-25,CE,970,6.85
SBICARD,26-Jun-25,CE,850,72.75
SBICARD,26-Jun-25,CE,1020,1.8
SBICARD,26-Jun-25,CE,920,22.0
SBICARD,26-Jun-25,CE,960,8.65
TIINDIA,26-Jun-25,CE,3200,70.8
TIINDIA,26-Jun-25,CE,3100,103.35
TIINDIA,26-Jun-25,CE,3500,17.2
TIINDIA,26-Jun-25,CE,3150,92.95
TIINDIA,26-Jun-25,CE,2750,330.0
TIINDIA,26-Jun-25,CE,3300,47.1
TIINDIA,26-Jun-25,CE,3000,149.65
TIINDIA,26-Jun-25,CE,3400,30.7
TIINDIA,26-Jun-25,CE,3050,129.0
TIINDIA,26-Jun-25,CE,3350,46.0
TIINDIA,26-Jun-25,CE,3450,29.5
TIINDIA,26-Jun-25,CE,3250,73.55
TIINDIA,26-Jun-25,CE,3650,11.8
VOLTAS,26-Jun-25,CE,1240,52.7
VOLTAS,26-Jun-25,CE,1200,78.3
VOLTAS,26-Jun-25,CE,1480,2.9
VOLTAS,26-Jun-25,CE,1280,34.65
VOLTAS,26-Jun-25,CE,1260,43.15
VOLTAS,26-Jun-25,CE,1340,17.0
VOLTAS,26-Jun-25,CE,1400,8.1
VOLTAS,26-Jun-25,CE,1220,65.4
VOLTAS,26-Jun-25,CE,1420,5.15
VOLTAS,26-Jun-25,CE,1100,161.5
VOLTAS,26-Jun-25,CE,1300,27.55
VOLTAS,26-Jun-25,CE,1440,5.15
VOLTAS,26-Jun-25,CE,1380,10.2
VOLTAS,26-Jun-25,CE,1360,13.15
VOLTAS,26-Jun-25,CE,1320,21.7
WIPRO,26-Jun-25,CE,262,2.65
WIPRO,26-Jun-25,CE,242,10.55
WIPRO,26-Jun-25,CE,267,1.75
WIPRO,26-Jun-25,CE,280,0.75
WIPRO,26-Jun-25,CE,252,5.55
WIPRO,26-Jun-25,CE,247,7.7
WIPRO,26-Jun-25,CE,220,28.5
WIPRO,26-Jun-25,CE,275,0.95
WIPRO,26-Jun-25,CE,240,12.1
WIPRO,26-Jun-25,CE,265,2.1
WIPRO,26-Jun-25,CE,270,1.45
WIPRO,26-Jun-25,CE,260,3.25
WIPRO,26-Jun-25,CE,257,3.85
WIPRO,26-Jun-25,CE,225,24.3
WIPRO,26-Jun-25,CE,230,19.6
WIPRO,26-Jun-25,CE,245,9.05
WIPRO,26-Jun-25,CE,250,6.6
WIPRO,26-Jun-25,CE,285,0.45
WIPRO,26-Jun-25,CE,290,0.4
WIPRO,26-Jun-25,CE,255,4.65
WIPRO,26-Jun-25,CE,295,0.15
ATGL,26-Jun-25,CE,660,38.3
ATGL,26-Jun-25,CE,740,12.75
ATGL,26-Jun-25,CE,750,8.05
ATGL,26-Jun-25,CE,680,28.15
ATGL,26-Jun-25,CE,690,26.85
ATGL,26-Jun-25,CE,650,47.5
ATGL,26-Jun-25,CE,780,4.25
ATGL,26-Jun-25,CE,720,13.75
ATGL,26-Jun-25,CE,710,19.5
ATGL,26-Jun-25,CE,730,13.75
ATGL,26-Jun-25,CE,670,36.6
ATGL,26-Jun-25,CE,700,19.8
ATGL,26-Jun-25,CE,760,7.05
DELHIVERY,26-Jun-25,CE,330,35.85
DELHIVERY,26-Jun-25,CE,400,3.9
DELHIVERY,26-Jun-25,CE,390,5.6
DELHIVERY,26-Jun-25,CE,365,13.0
DELHIVERY,26-Jun-25,CE,395,4.55
DELHIVERY,26-Jun-25,CE,370,11.05
DELHIVERY,26-Jun-25,CE,375,10.85
DELHIVERY,26-Jun-25,CE,380,7.85
DELHIVERY,26-Jun-25,CE,345,25.5
DELHIVERY,26-Jun-25,CE,360,15.2
DELHIVERY,26-Jun-25,CE,350,20.4
DELHIVERY,26-Jun-25,CE,280,82.0
DELHIVERY,26-Jun-25,CE,385,6.7
INDUSTOWER,26-Jun-25,CE,330,64.9
INDUSTOWER,26-Jun-25,CE,395,13.7
INDUSTOWER,26-Jun-25,CE,425,4.25
INDUSTOWER,26-Jun-25,CE,440,2.35
INDUSTOWER,26-Jun-25,CE,410,7.7
INDUSTOWER,26-Jun-25,CE,430,3.45
INDUSTOWER,26-Jun-25,CE,380,21.8
INDUSTOWER,26-Jun-25,CE,405,9.35
INDUSTOWER,26-Jun-25,CE,445,2.05
INDUSTOWER,26-Jun-25,CE,385,19.35
INDUSTOWER,26-Jun-25,CE,350,47.0
INDUSTOWER,26-Jun-25,CE,435,2.7
INDUSTOWER,26-Jun-25,CE,375,25.6
INDUSTOWER,26-Jun-25,CE,415,6.4
INDUSTOWER,26-Jun-25,CE,390,16.2
INDUSTOWER,26-Jun-25,CE,460,1.2
INDUSTOWER,26-Jun-25,CE,420,5.1
INDUSTOWER,26-Jun-25,CE,400,11.25
INDUSTOWER,26-Jun-25,CE,370,29.6
INDUSTOWER,26-Jun-25,CE,450,1.7
JINDALSTEL,26-Jun-25,CE,1000,13.35
JINDALSTEL,26-Jun-25,CE,900,61.8
JINDALSTEL,26-Jun-25,CE,1080,2.65
JINDALSTEL,26-Jun-25,CE,1100,1.5
JINDALSTEL,26-Jun-25,CE,940,36.9
JINDALSTEL,26-Jun-25,CE,1050,4.55
JINDALSTEL,26-Jun-25,CE,980,19.25
JINDALSTEL,26-Jun-25,CE,1010,11.45
JINDALSTEL,26-Jun-25,CE,990,16.45
JINDALSTEL,26-Jun-25,CE,1030,7.15
JINDALSTEL,26-Jun-25,CE,950,31.45
JINDALSTEL,26-Jun-25,CE,1040,5.5
JINDALSTEL,26-Jun-25,CE,1060,3.85
JINDALSTEL,26-Jun-25,CE,910,64.75
JINDALSTEL,26-Jun-25,CE,970,22.75
JINDALSTEL,26-Jun-25,CE,920,48.65
JINDALSTEL,26-Jun-25,CE,1020,8.7
JINDALSTEL,26-Jun-25,CE,960,26.65
JINDALSTEL,26-Jun-25,CE,930,45.0
JSL,26-Jun-25,CE,660,22.4
JSL,26-Jun-25,CE,680,16.0
JSL,26-Jun-25,CE,740,3.6
JSL,26-Jun-25,CE,720,5.6
JSL,26-Jun-25,CE,760,2.5
JSL,26-Jun-25,CE,710,7.55
JSL,26-Jun-25,CE,690,11.15
JSL,26-Jun-25,CE,630,37.15
JSL,26-Jun-25,CE,700,8.8
JSL,26-Jun-25,CE,650,25.25
JSL,26-Jun-25,CE,750,3.0
JSL,26-Jun-25,CE,600,61.0
NBCC,26-Jun-25,CE,120,4.45
NBCC,26-Jun-25,CE,105,13.4
NBCC,26-Jun-25,CE,111,8.7
NBCC,26-Jun-25,CE,128,2.25
NBCC,26-Jun-25,CE,119,5.1
NBCC,26-Jun-25,CE,115,6.55
NBCC,26-Jun-25,CE,122,4.05
NBCC,26-Jun-25,CE,125,2.95
NBCC,26-Jun-25,CE,113,8.3
NBCC,26-Jun-25,CE,118,5.2
NBCC,26-Jun-25,CE,114,6.95
NBCC,26-Jun-25,CE,121,4.1
NBCC,26-Jun-25,CE,116,6.1
NBCC,26-Jun-25,CE,126,2.9
NBCC,26-Jun-25,CE,112,8.0
NBCC,26-Jun-25,CE,110,9.35
NBCC,26-Jun-25,CE,117,5.6
NESTLEIND,26-Jun-25,CE,2680,4.2
NESTLEIND,26-Jun-25,CE,2460,37.95
NESTLEIND,26-Jun-25,CE,2620,6.6
NESTLEIND,26-Jun-25,CE,2800,1.4
NESTLEIND,26-Jun-25,CE,2640,5.45
NESTLEIND,26-Jun-25,CE,2200,219.0
NESTLEIND,26-Jun-25,CE,2520,20.3
NESTLEIND,26-Jun-25,CE,2500,25.3
NESTLEIND,26-Jun-25,CE,2340,107.85
NESTLEIND,26-Jun-25,CE,2420,54.5
NESTLEIND,26-Jun-25,CE,2440,45.85
NESTLEIND,26-Jun-25,CE,2720,3.25
NESTLEIND,26-Jun-25,CE,2400,64.45
NESTLEIND,26-Jun-25,CE,2560,12.65
NESTLEIND,26-Jun-25,CE,2300,132.6
NESTLEIND,26-Jun-25,CE,2480,31.05
NESTLEIND,26-Jun-25,CE,2540,16.3
NESTLEIND,26-Jun-25,CE,2600,8.25
NESTLEIND,26-Jun-25,CE,2360,91.2
SAIL,26-Jun-25,CE,130,5.3
SAIL,26-Jun-25,CE,122,9.85
SAIL,26-Jun-25,CE,132,4.15
SAIL,26-Jun-25,CE,145,1.15
SAIL,26-Jun-25,CE,125,8.1
SAIL,26-Jun-25,CE,117,13.65
SAIL,26-Jun-25,CE,110,19.7
SAIL,26-Jun-25,CE,107,21.55
SAIL,26-Jun-25,CE,137,2.5
SAIL,26-Jun-25,CE,127,6.6
SAIL,26-Jun-25,CE,115,15.45
SAIL,26-Jun-25,CE,120,11.75
SAIL,26-Jun-25,CE,140,1.95
SAIL,26-Jun-25,CE,135,3.25
SBIN,26-Jun-25,CE,820,12.85
SBIN,26-Jun-25,CE,830,9.65
SBIN,26-Jun-25,CE,740,63.85
SBIN,26-Jun-25,CE,780,32.9
SBIN,26-Jun-25,CE,840,7.15
SBIN,26-Jun-25,CE,900,1.5
SBIN,26-Jun-25,CE,920,0.9
SBIN,26-Jun-25,CE,860,3.95
SBIN,26-Jun-25,CE,730,73.95
SBIN,26-Jun-25,CE,720,82.0
SBIN,26-Jun-25,CE,750,54.95
SBIN,26-Jun-25,CE,880,2.2
SBIN,26-Jun-25,CE,870,2.9
SBIN,26-Jun-25,CE,680,122.4
SBIN,26-Jun-25,CE,800,21.45
SBIN,26-Jun-25,CE,790,26.85
SBIN,26-Jun-25,CE,760,46.85
SBIN,26-Jun-25,CE,770,39.65
SBIN,26-Jun-25,CE,850,5.35
SBIN,26-Jun-25,CE,890,1.75
SBIN,26-Jun-25,CE,700,102.55
SBIN,26-Jun-25,CE,810,16.75
SHREECEM,26-Jun-25,CE,30750,445.75
SHREECEM,26-Jun-25,CE,29000,1282.85
SHREECEM,26-Jun-25,CE,34500,44.05
SHREECEM,26-Jun-25,CE,32000,222.65
SHREECEM,26-Jun-25,CE,30250,766.6
SHREECEM,26-Jun-25,CE,35000,31.65
SHREECEM,26-Jun-25,CE,31250,404.9
SHREECEM,26-Jun-25,CE,31000,459.1
SHREECEM,26-Jun-25,CE,35500,30.1
SHREECEM,26-Jun-25,CE,30000,822.0
SHREECEM,26-Jun-25,CE,33000,102.05
SHREECEM,26-Jun-25,CE,32250,195.0
SHREECEM,26-Jun-25,CE,31500,267.3
SUNPHARMA,26-Jun-25,CE,1940,2.15
SUNPHARMA,26-Jun-25,CE,1680,42.45
SUNPHARMA,26-Jun-25,CE,1600,92.9
SUNPHARMA,26-Jun-25,CE,1660,52.95
SUNPHARMA,26-Jun-25,CE,1780,11.55
SUNPHARMA,26-Jun-25,CE,1960,1.75
SUNPHARMA,26-Jun-25,CE,1800,8.95
SUNPHARMA,26-Jun-25,CE,1760,15.05
SUNPHARMA,26-Jun-25,CE,1740,19.7
SUNPHARMA,26-Jun-25,CE,1840,5.15
SUNPHARMA,26-Jun-25,CE,2000,1.4
SUNPHARMA,26-Jun-25,CE,1860,4.15
SUNPHARMA,26-Jun-25,CE,1640,64.5
SUNPHARMA,26-Jun-25,CE,1920,1.8
SUNPHARMA,26-Jun-25,CE,1700,33.5
SUNPHARMA,26-Jun-25,CE,2080,1.0
SUNPHARMA,26-Jun-25,CE,1500,180.0
SUNPHARMA,26-Jun-25,CE,1820,6.75
SUNPHARMA,26-Jun-25,CE,1720,25.7
SUNPHARMA,26-Jun-25,CE,1880,3.4
SUNPHARMA,26-Jun-25,CE,1900,2.75
ABCAPITAL,26-Jun-25,CE,225,5.85
ABCAPITAL,26-Jun-25,CE,190,31.55
ABCAPITAL,26-Jun-25,CE,170,51.5
ABCAPITAL,26-Jun-25,CE,245,1.1
ABCAPITAL,26-Jun-25,CE,210,13.8
ABCAPITAL,26-Jun-25,CE,227,4.8
ABCAPITAL,26-Jun-25,CE,220,7.85
ABCAPITAL,26-Jun-25,CE,217,9.35
ABCAPITAL,26-Jun-25,CE,215,10.45
ABCAPITAL,26-Jun-25,CE,200,21.8
ABCAPITAL,26-Jun-25,CE,230,4.0
ABCAPITAL,26-Jun-25,CE,235,2.7
ABCAPITAL,26-Jun-25,CE,240,1.7
ACC,26-Jun-25,CE,2040,16.9
ACC,26-Jun-25,CE,1960,38.45
ACC,26-Jun-25,CE,1800,138.7
ACC,26-Jun-25,CE,1940,47.05
ACC,26-Jun-25,CE,1920,56.2
ACC,26-Jun-25,CE,2100,8.95
ACC,26-Jun-25,CE,2200,3.15
ACC,26-Jun-25,CE,2240,1.85
ACC,26-Jun-25,CE,1980,30.5
ACC,26-Jun-25,CE,1900,66.75
ACC,26-Jun-25,CE,2160,6.25
ACC,26-Jun-25,CE,2000,25.7
ACC,26-Jun-25,CE,1840,120.0
AMBUJACEM,26-Jun-25,CE,580,9.55
AMBUJACEM,26-Jun-25,CE,560,18.25
AMBUJACEM,26-Jun-25,CE,620,2.25
AMBUJACEM,26-Jun-25,CE,640,1.0
AMBUJACEM,26-Jun-25,CE,570,13.45
AMBUJACEM,26-Jun-25,CE,530,40.0
AMBUJACEM,26-Jun-25,CE,605,3.55
AMBUJACEM,26-Jun-25,CE,610,3.0
AMBUJACEM,26-Jun-25,CE,590,6.3
AMBUJACEM,26-Jun-25,CE,565,15.9
AMBUJACEM,26-Jun-25,CE,575,11.5
AMBUJACEM,26-Jun-25,CE,600,4.6
AMBUJACEM,26-Jun-25,CE,550,23.1
ASHOKLEY,26-Jun-25,CE,235,11.1
ASHOKLEY,26-Jun-25,CE,240,8.45
ASHOKLEY,26-Jun-25,CE,247,5.4
ASHOKLEY,26-Jun-25,CE,265,1.7
ASHOKLEY,26-Jun-25,CE,210,32.25
ASHOKLEY,26-Jun-25,CE,257,2.9
ASHOKLEY,26-Jun-25,CE,250,4.7
ASHOKLEY,26-Jun-25,CE,230,14.45
ASHOKLEY,26-Jun-25,CE,270,1.15
ASHOKLEY,26-Jun-25,CE,252,4.0
ASHOKLEY,26-Jun-25,CE,255,3.45
ASHOKLEY,26-Jun-25,CE,260,2.4
ASHOKLEY,26-Jun-25,CE,242,7.2
ASHOKLEY,26-Jun-25,CE,275,0.75
ASHOKLEY,26-Jun-25,CE,232,12.95
ASHOKLEY,26-Jun-25,CE,245,6.3
ASHOKLEY,26-Jun-25,CE,200,40.8
ASHOKLEY,26-Jun-25,CE,237,9.8
ASHOKLEY,26-Jun-25,CE,220,22.05
ASHOKLEY,26-Jun-25,CE,227,16.5
BHARATFORG,26-Jun-25,CE,1200,73.95
BHARATFORG,26-Jun-25,CE,1260,39.85
BHARATFORG,26-Jun-25,CE,1320,18.35
BHARATFORG,26-Jun-25,CE,1280,31.55
BHARATFORG,26-Jun-25,CE,1360,10.45
BHARATFORG,26-Jun-25,CE,1160,101.05
BHARATFORG,26-Jun-25,CE,1100,156.2
BHARATFORG,26-Jun-25,CE,1300,24.6
BHARATFORG,26-Jun-25,CE,1180,88.3
BHARATFORG,26-Jun-25,CE,1440,3.9
BHARATFORG,26-Jun-25,CE,1400,6.3
BHARATFORG,26-Jun-25,CE,1220,60.4
BHARATFORG,26-Jun-25,CE,1240,51.15
BHARATFORG,26-Jun-25,CE,1340,13.3
CDSL,26-Jun-25,CE,1640,22.95
CDSL,26-Jun-25,CE,1400,124.6
CDSL,26-Jun-25,CE,1440,98.2
CDSL,26-Jun-25,CE,1380,137.0
CDSL,26-Jun-25,CE,1520,58.45
CDSL,26-Jun-25,CE,1460,86.55
CDSL,26-Jun-25,CE,1340,173.0
CDSL,26-Jun-25,CE,1480,76.15
CDSL,26-Jun-25,CE,1420,112.0
CDSL,26-Jun-25,CE,1500,66.65
CDSL,26-Jun-25,CE,1580,37.45
CDSL,26-Jun-25,CE,1200,298.0
CDSL,26-Jun-25,CE,1300,204.0
CDSL,26-Jun-25,CE,1540,50.6
CDSL,26-Jun-25,CE,1560,43.45
CDSL,26-Jun-25,CE,1600,31.95
HUDCO,26-Jun-25,CE,255,5.7
HUDCO,26-Jun-25,CE,235,13.6
HUDCO,26-Jun-25,CE,220,22.8
HUDCO,26-Jun-25,CE,250,7.2
HUDCO,26-Jun-25,CE,215,28.0
HUDCO,26-Jun-25,CE,270,2.6
HUDCO,26-Jun-25,CE,260,4.4
HUDCO,26-Jun-25,CE,245,9.0
HUDCO,26-Jun-25,CE,265,3.4
HUDCO,26-Jun-25,CE,240,11.1
HUDCO,26-Jun-25,CE,230,16.3
IIFL,26-Jun-25,CE,425,19.3
IIFL,26-Jun-25,CE,430,16.7
